strain	x_files	x_files__colour	next_gen
A/Singapore/MAH0410/2025	The End	#C48A5A	Family
A/Singapore/MAH0414/2025	Hollywood A.D.	#6BA3E6	The Price
A/Singapore/MAH0421/2025	Musings of a Cigarette Smoking Man	#FF9F40	Q Who
A/Singapore/MAH0424/2025	Musings of a Cigarette Smoking Man	#FF9F40	The Price
A/Singapore/MAH0425/2025	Ghouli	#FF6F69	The Arsenal of Freedom
A/Singapore/MAH0432/2025	Jose Chung's From Outer Space	#3FD5D0	Q Who
A/Singapore/MAH0437/2025	Elegy	#B084F5	The Arsenal of Freedom
A/Singapore/MAH0448/2025	Clyde Bruckman's Final Repose	#9E9E9E	Conundrum
A/Singapore/MAH0456/2025	Field Trip	#FFD23F	Conundrum
A/Singapore/MAH0459/2025	The End	#C48A5A	The Price
A/Singapore/MAH0482/2025	Jose Chung's From Outer Space	#3FD5D0	The Price
A/Singapore/MAH0489/2025	Musings of a Cigarette Smoking Man	#FF9F40	Conundrum
A/Singapore/MAH0494/2025	Anasazi	#F47CC3	Journey's End
A/Singapore/MAH0507/2025	Elegy	#B084F5	Unnatural Selection
A/Singapore/MOH0332/2025	Jose Chung's From Outer Space	#3FD5D0	Journey's End
A/Singapore/MOH0334/2024_clinicalspecimen	Ghouli	#FF6F69	Unnatural Selection
A/Singapore/MOH0334/2025	Anasazi	#F47CC3	Unnatural Selection
A/Singapore/MOH0335/2025	Hollywood A.D.	#6BA3E6	Up the Long Ladder
A/Singapore/MOH0336/2025	Hollywood A.D.	#6BA3E6	Phantasms
A/Singapore/MOH0338/2025	Field Trip	#FFD23F	Q Who
A/Singapore/MOH0342/2025	Anasazi	#F47CC3	Up the Long Ladder
A/Singapore/NTF0129/2025	Ghouli	#FF6F69	Journey's End
A/Singapore/NTF0132/2025	Anasazi	#F47CC3	Phantasms
A/Singapore/NTF0137/2025	Anasazi	#F47CC3	The Price
A/Singapore/NTF0140/2025	Ghouli	#FF6F69	Conundrum
A/Singapore/NTF0145/2025	Clyde Bruckman's Final Repose	#9E9E9E	Unnatural Selection
A/Singapore/NTF0148/2025	Elegy	#B084F5	Up the Long Ladder
A/Singapore/NTF0180/2025	The Walk	#4CCB7F	The Price
A/Singapore/NTF0188/2025	Musings of a Cigarette Smoking Man	#FF9F40	Up the Long Ladder
A/Singapore/NTF0205/2025	Elegy	#B084F5	The Price
A/Singapore/NTF0222/2025	Clyde Bruckman's Final Repose	#9E9E9E	The Arsenal of Freedom
A/Singapore/NTF0227/2025	Elegy	#B084F5	11001001
A/Singapore/NTF0238/2025	The End	#C48A5A	The Price
A/Singapore/NTF0254/2025	Anasazi	#F47CC3	Up the Long Ladder
A/Singapore/NTF0266/2025	Anasazi	#F47CC3	Up the Long Ladder
A/Singapore/NTF0276/2025	The Walk	#4CCB7F	Family
A/Singapore/NTF0338/2025	Elegy	#B084F5	Up the Long Ladder
A/Singapore/NTF0368/2025	Clyde Bruckman's Final Repose	#9E9E9E	The Arsenal of Freedom
A/Singapore/NTF0390/2025	Field Trip	#FFD23F	Up the Long Ladder
A/Singapore/NTF0420/2025	Field Trip	#FFD23F	Conundrum
A/Singapore/NTF0440/2025	The End	#C48A5A	Q Who
A/Singapore/NTF0445/2025	Musings of a Cigarette Smoking Man	#FF9F40	Family
A/Singapore/NTF0478/2025	The End	#C48A5A	Q Who
A/Singapore/NUH0048/2022	Ghouli	#FF6F69	The Price
A/Singapore/NUH0706/2025	Field Trip	#FFD23F	Family
A/Singapore/NUH0715/2025	Musings of a Cigarette Smoking Man	#FF9F40	Conundrum
A/Singapore/NUH0724/2025	Elegy	#B084F5	The Arsenal of Freedom
A/Singapore/NUH0732/2025	Anasazi	#F47CC3	11001001
A/Singapore/NUH0749/2025	Hollywood A.D.	#6BA3E6	11001001
A/Singapore/NUH0751/2025	Anasazi	#F47CC3	The Price
A/Singapore/NUH0767/2025	Anasazi	#F47CC3	The Arsenal of Freedom
A/Singapore/NUH0781/2025	Musings of a Cigarette Smoking Man	#FF9F40	Journey's End
A/Singapore/NUH0893/2025	Anasazi	#F47CC3	Up the Long Ladder
A/Singapore/NUH0902/2025	Jose Chung's From Outer Space	#3FD5D0	Phantasms
A/Singapore/NUH0927/2025	Musings of a Cigarette Smoking Man	#FF9F40	11001001
A/Singapore/NUH0933/2025	Ghouli	#FF6F69	Q Who
A/Singapore/NUH0992/2025	The End	#C48A5A	Unnatural Selection
A/Singapore/NUH1006/2025	Field Trip	#FFD23F	Phantasms
A/Singapore/NUH1012/2025	Field Trip	#FFD23F	The Price
A/Singapore/NUH1027/2025	Elegy	#B084F5	Unnatural Selection
A/Singapore/NUH1158/2025	Field Trip	#FFD23F	The Arsenal of Freedom
A/Singapore/NUH1172/2025	Clyde Bruckman's Final Repose	#9E9E9E	Q Who
A/Singapore/NUH1227/2025	The Walk	#4CCB7F	The Price
A/Singapore/NUH1235/2025	The End	#C48A5A	Phantasms
A/Singapore/NUH1239/2025	Elegy	#B084F5	Up the Long Ladder
A/Singapore/NUH1240/2025	Elegy	#B084F5	Conundrum
A/Singapore/NUH1246/2025	Elegy	#B084F5	Family
A/Singapore/NUH1254/2025	Field Trip	#FFD23F	Phantasms
A/Singapore/NUH1256/2025	Jose Chung's From Outer Space	#3FD5D0	Q Who
A/Singapore/NUH1279/2025	The End	#C48A5A	Q Who
A/Singapore/NUH1290/2025	The End	#C48A5A	The Price
A/Singapore/NUH1292/2025	Clyde Bruckman's Final Repose	#9E9E9E	Family
A/Singapore/NUH1295/2025	Anasazi	#F47CC3	Q Who
A/Singapore/NUH1296/2025	Anasazi	#F47CC3	Up the Long Ladder
A/Singapore/NUH1350/2025	Ghouli	#FF6F69	The Price
A/Singapore/NUH1353/2025	Musings of a Cigarette Smoking Man	#FF9F40	Q Who
A/Singapore/NUH1362/2025	Clyde Bruckman's Final Repose	#9E9E9E	Unnatural Selection
A/Singapore/NUH1370/2025	Clyde Bruckman's Final Repose	#9E9E9E	Family
A/Singapore/NUH1388/2025	Ghouli	#FF6F69	Unnatural Selection
A/Singapore/NUH1395/2025	Field Trip	#FFD23F	11001001
A/Singapore/NUH1398/2025	Clyde Bruckman's Final Repose	#9E9E9E	Conundrum
A/Singapore/NUH1408/2025	Elegy	#B084F5	Family
A/Singapore/NUH1414/2025	Ghouli	#FF6F69	The Price
A/Singapore/OTH0086/2025	Anasazi	#F47CC3	Conundrum
A/Singapore/OTH0105/2025	Elegy	#B084F5	Conundrum
A/Singapore/OTH0123/2025	Hollywood A.D.	#6BA3E6	Conundrum
A/Singapore/OTH0221/2025	Clyde Bruckman's Final Repose	#9E9E9E	Family
A/Singapore/OTH0270/2025	Ghouli	#FF6F69	The Arsenal of Freedom
A/Singapore/OTH0290/2025	The Walk	#4CCB7F	The Arsenal of Freedom
A/Singapore/OTH0293/2025	The End	#C48A5A	Journey's End
A/Singapore/OTH0306/2025	The End	#C48A5A	11001001
A/Singapore/OTH0308/2025	Anasazi	#F47CC3	The Price
A/Singapore/OTH0313/2025	Musings of a Cigarette Smoking Man	#FF9F40	The Arsenal of Freedom
A/Singapore/OTH0316/2025	Field Trip	#FFD23F	11001001
A/Singapore/OTH0331/2025	Elegy	#B084F5	Up the Long Ladder
A/Singapore/OTH0351/2025	Elegy	#B084F5	The Arsenal of Freedom
A/Singapore/SAR0839/2024	Clyde Bruckman's Final Repose	#9E9E9E	Journey's End
A/Singapore/SAR4773/2025	Jose Chung's From Outer Space	#3FD5D0	The Arsenal of Freedom
A/Singapore/SAR5099/2025	Clyde Bruckman's Final Repose	#9E9E9E	Journey's End
A/Singapore/SAR5630/2025	Ghouli	#FF6F69	Conundrum
A/Singapore/SAR5825/2025	The End	#C48A5A	The Arsenal of Freedom
A/Singapore/SAR6436/2025	Elegy	#B084F5	The Price
A/Singapore/SAR7308/2025	Musings of a Cigarette Smoking Man	#FF9F40	Q Who
A/Singapore/SAR7424/2025	Elegy	#B084F5	Journey's End
A/Singapore/SAR7496/2025	Field Trip	#FFD23F	Journey's End
A/Singapore/SAR7552/2025	Musings of a Cigarette Smoking Man	#FF9F40	Unnatural Selection
A/Singapore/SAR7609/2025	Hollywood A.D.	#6BA3E6	Conundrum
A/Singapore/SAR7781/2025	The End	#C48A5A	Phantasms
A/Singapore/SAR7868/2025	The End	#C48A5A	The Arsenal of Freedom
A/Singapore/SAR7982/2025	Anasazi	#F47CC3	Family
A/Singapore/TT0812/2025	Clyde Bruckman's Final Repose	#9E9E9E	Family
A/Singapore/TT0826/2025	Musings of a Cigarette Smoking Man	#FF9F40	Family
A/Singapore/TT0883/2025	The Walk	#4CCB7F	Q Who
A/Singapore/TT0916/2025	Field Trip	#FFD23F	Unnatural Selection
A/Singapore/TT0926/2025	Field Trip	#FFD23F	The Price
A/Singapore/TT0939/2025	Clyde Bruckman's Final Repose	#9E9E9E	The Arsenal of Freedom
A/Singapore/TT0956/2025	Hollywood A.D.	#6BA3E6	Journey's End
A/Singapore/TT0971/2025	Musings of a Cigarette Smoking Man	#FF9F40	Phantasms
A/Singapore/TT0972/2025	Elegy	#B084F5	11001001
A/Singapore/TT0974/2025	Elegy	#B084F5	Journey's End
A/Singapore/TT0975/2025	Hollywood A.D.	#6BA3E6	Q Who
A/Singapore/TT0990/2025	Elegy	#B084F5	Journey's End
A/Singapore/TT1023/2025	Hollywood A.D.	#6BA3E6	The Arsenal of Freedom
A/Singapore/TT1030/2025	Field Trip	#FFD23F	Q Who
A/Singapore/TT1031/2025	The Walk	#4CCB7F	Conundrum
A/Singapore/TT1034/2025	Ghouli	#FF6F69	Conundrum
A/Singapore/TT1037/2025	The End	#C48A5A	Family
A/Singapore/TT1042/2025	Field Trip	#FFD23F	The Arsenal of Freedom
A/Singapore/TT1045/2025	Hollywood A.D.	#6BA3E6	Q Who
A/Singapore/TT1053/2025	Elegy	#B084F5	The Arsenal of Freedom
A/Singapore/TT1060/2025	Clyde Bruckman's Final Repose	#9E9E9E	The Arsenal of Freedom
A/Singapore/TT1077/2025	Anasazi	#F47CC3	Up the Long Ladder
A/Singapore/TT1086/2025	Jose Chung's From Outer Space	#3FD5D0	The Arsenal of Freedom
A/Singapore/TT1087/2025	Musings of a Cigarette Smoking Man	#FF9F40	The Arsenal of Freedom
A/Singapore/TT1112/2025	The Walk	#4CCB7F	Phantasms
A/Singapore/TT1144/2025	Clyde Bruckman's Final Repose	#9E9E9E	Unnatural Selection
A/Singapore/TT1150/2025	Anasazi	#F47CC3	Journey's End
A/Singapore/TT1164/2025	The Walk	#4CCB7F	Up the Long Ladder
A/Singapore/TT1169/2025	Hollywood A.D.	#6BA3E6	Conundrum
A/Singapore/TT1238/2025	Musings of a Cigarette Smoking Man	#FF9F40	The Price
A/Singapore/TT1253/2025	Musings of a Cigarette Smoking Man	#FF9F40	Journey's End
A/Singapore/TT1262/2025	Musings of a Cigarette Smoking Man	#FF9F40	Unnatural Selection
A/Singapore/TT1263/2025	Hollywood A.D.	#6BA3E6	The Price
A/Singapore/TT1267/2025	Field Trip	#FFD23F	The Price
A/Singapore/TT1276/2025	Hollywood A.D.	#6BA3E6	Phantasms
A/Singapore/TT1278/2025	Anasazi	#F47CC3	Family
A/Singapore/TT1279/2025	The Walk	#4CCB7F	Journey's End
A/Singapore/TT1288/2025	The End	#C48A5A	Phantasms
A/Singapore/TT1292/2025	The End	#C48A5A	The Arsenal of Freedom
A/Singapore/TT1295/2025	Ghouli	#FF6F69	Conundrum
A/Singapore/TT1297/2025	Jose Chung's From Outer Space	#3FD5D0	Family
A/Singapore/TT1298/2025	The End	#C48A5A	Unnatural Selection
A/Singapore/TT1303/2025	The Walk	#4CCB7F	Q Who
A/Singapore/TT1306/2025	Musings of a Cigarette Smoking Man	#FF9F40	Phantasms
A/Singapore/TT1311/2025	Jose Chung's From Outer Space	#3FD5D0	Family
A/Singapore/TT1313/2025	Ghouli	#FF6F69	Conundrum
A/Singapore/TT1316/2025	The Walk	#4CCB7F	The Price
A/Singapore/TT1334/2025	Hollywood A.D.	#6BA3E6	Unnatural Selection
A/Singapore/TT1336/2025	Elegy	#B084F5	The Arsenal of Freedom
A/Singapore/TT1338/2025	Hollywood A.D.	#6BA3E6	Journey's End
A/Singapore/TT1340/2025	Anasazi	#F47CC3	11001001
A/Singapore/TT1344/2025	Hollywood A.D.	#6BA3E6	Unnatural Selection
A/Singapore/TT1347/2025	Elegy	#B084F5	11001001
A/Singapore/TT1350/2025	Clyde Bruckman's Final Repose	#9E9E9E	Conundrum
A/Singapore/TT1376/2025	Elegy	#B084F5	The Price
A/Singapore/TT1378/2025	Clyde Bruckman's Final Repose	#9E9E9E	Q Who
A/Singapore/TT1383/2025	Ghouli	#FF6F69	Unnatural Selection
A/Singapore/TT1387/2025	Field Trip	#FFD23F	Unnatural Selection
A/Singapore/TT1393/2025	Musings of a Cigarette Smoking Man	#FF9F40	Phantasms
A/Singapore/TT1407/2025	The Walk	#4CCB7F	11001001
A/Singapore/TT1408/2025	Musings of a Cigarette Smoking Man	#FF9F40	Up the Long Ladder
A/Singapore/TT1410/2025	The End	#C48A5A	Journey's End
A/Singapore/TT1418/2025	Hollywood A.D.	#6BA3E6	Unnatural Selection
A/Singapore/TT1421/2025	Clyde Bruckman's Final Repose	#9E9E9E	Unnatural Selection
A/Singapore/TT1424/2025	Field Trip	#FFD23F	Up the Long Ladder
A/Singapore/TT1426/2025	The End	#C48A5A	Phantasms
A/Singapore/TT1436/2025	Elegy	#B084F5	Journey's End
A/Singapore/TT1438/2025	Hollywood A.D.	#6BA3E6	11001001
A/Singapore/TT1445/2025	Jose Chung's From Outer Space	#3FD5D0	Family
A/Singapore/TT1446/2025	Ghouli	#FF6F69	11001001
A/Singapore/TT1449/2025	The End	#C48A5A	Phantasms
A/Singapore/TT1452/2025	Hollywood A.D.	#6BA3E6	The Arsenal of Freedom
A/Singapore/TT1455/2025	Anasazi	#F47CC3	Conundrum
A/Slovenia/21/2024_MDCKx/SIAT1	The Walk	#4CCB7F	Q Who
A/Slovenia/NLZOH-521-1975/2025	Anasazi	#F47CC3	Conundrum
A/Slovenia/NLZOH-521-1976/2025	Clyde Bruckman's Final Repose	#9E9E9E	The Price
A/Smolensk/CRIE/237/2025	The End	#C48A5A	Q Who
A/Solna/SE25-12323/2025	The End	#C48A5A	Up the Long Ladder
A/SouthAfrica/0105/2025	The Walk	#4CCB7F	Up the Long Ladder
A/SouthAfrica/0109/2025	Jose Chung's From Outer Space	#3FD5D0	Up the Long Ladder
A/SouthAfrica/0432/2025	The Walk	#4CCB7F	Conundrum
A/SouthAfrica/0448/2025	Hollywood A.D.	#6BA3E6	The Arsenal of Freedom
A/SouthAfrica/0525/2025	Hollywood A.D.	#6BA3E6	The Price
A/SouthAfrica/0528/2025	Clyde Bruckman's Final Repose	#9E9E9E	Conundrum
A/SouthAfrica/0545/2025	Ghouli	#FF6F69	Conundrum
A/SouthAfrica/0546/2025	Ghouli	#FF6F69	Journey's End
A/SouthAfrica/0619/2025	Musings of a Cigarette Smoking Man	#FF9F40	The Price
A/SouthAfrica/4751/2025	Hollywood A.D.	#6BA3E6	The Price
A/SouthAfrica/7520/2025	Elegy	#B084F5	Unnatural Selection
A/SouthAfrica/7527/2025	Musings of a Cigarette Smoking Man	#FF9F40	The Arsenal of Freedom
A/SouthAfrica/7556/2025	Hollywood A.D.	#6BA3E6	11001001
A/SouthAfrica/7598/2025	The Walk	#4CCB7F	Family
A/SouthAfrica/7665/2025	Jose Chung's From Outer Space	#3FD5D0	The Price
A/SouthAfrica/7667/2025	Ghouli	#FF6F69	Family
A/SouthAfrica/7756/2025	Anasazi	#F47CC3	The Price
A/SouthAfrica/7757/2025	Field Trip	#FFD23F	Journey's End
A/SouthAfrica/7808/2025	Field Trip	#FFD23F	The Price
A/SouthAfrica/7810/2025	Ghouli	#FF6F69	Family
A/SouthAfrica/7928/2025	The Walk	#4CCB7F	Unnatural Selection
A/SouthAfrica/8242/2025	Hollywood A.D.	#6BA3E6	Up the Long Ladder
A/SouthAfrica/8320/2025	Ghouli	#FF6F69	The Price
A/SouthAfrica/8325/2025	Anasazi	#F47CC3	11001001
A/SouthAfrica/8351/2025	Ghouli	#FF6F69	Up the Long Ladder
A/SouthAfrica/8461/2025	The Walk	#4CCB7F	Journey's End
A/SouthAfrica/8666/2025	Anasazi	#F47CC3	Journey's End
A/SouthAfrica/8710/2025	Field Trip	#FFD23F	Journey's End
A/SouthAfrica/8714/2025	Musings of a Cigarette Smoking Man	#FF9F40	Phantasms
A/SouthAfrica/8803/2025	Anasazi	#F47CC3	Family
A/SouthAfrica/8831/2025	Musings of a Cigarette Smoking Man	#FF9F40	11001001
A/SouthAfrica/8835/2025	Jose Chung's From Outer Space	#3FD5D0	Journey's End
A/SouthAfrica/NHLS-SU-CERI-C067984/2025	Ghouli	#FF6F69	The Price
A/SouthAfrica/NHLS-SU-CERI-C069319/2025	Field Trip	#FFD23F	Journey's End
A/SouthAfrica/NHLS-SU-CERI-C069370/2025	Field Trip	#FFD23F	The Price
A/SouthAfrica/NHLS-SU-CERI-C071549/2025	Clyde Bruckman's Final Repose	#9E9E9E	11001001
A/SouthAfrica/NHLS-UCT-CERI-C067959/2025	Clyde Bruckman's Final Repose	#9E9E9E	Up the Long Ladder
A/SouthAfrica/NHLS-UCT-CERI-C069250/2025	Elegy	#B084F5	Up the Long Ladder
A/SouthAfrica/NHLS-UCT-CERI-C070099/2025	Hollywood A.D.	#6BA3E6	11001001
A/SouthAfrica/NHLS-UCT-CERI-C070102/2025	The Walk	#4CCB7F	Unnatural Selection
A/SouthAfrica/NHLS-UCT-CERI-C070103/2025	Clyde Bruckman's Final Repose	#9E9E9E	Phantasms
A/SouthAfrica/NHLS-UCT-CERI-C070104/2025	The End	#C48A5A	Up the Long Ladder
A/SouthAfrica/NICD-R05009/2025	Jose Chung's From Outer Space	#3FD5D0	11001001
A/SouthAfrica/NICD-R05367/2025	The Walk	#4CCB7F	Journey's End
A/SouthAfrica/NICD-R05415/2025	Hollywood A.D.	#6BA3E6	Q Who
A/SouthAfrica/NICD-R05814/2025	Hollywood A.D.	#6BA3E6	Family
A/SouthAfrica/NICD-R05842/2025	Elegy	#B084F5	The Arsenal of Freedom
A/SouthAfrica/NICD-R05900/2025	Musings of a Cigarette Smoking Man	#FF9F40	The Arsenal of Freedom
A/SouthAfrica/NICD-R05903/2025	Field Trip	#FFD23F	Unnatural Selection
A/SouthAfrica/NICD-R05972/2025	Musings of a Cigarette Smoking Man	#FF9F40	The Arsenal of Freedom
A/SouthAfrica/NICD-R05986/2025	Anasazi	#F47CC3	Up the Long Ladder
A/SouthAfrica/NICD-R05999/2025	Musings of a Cigarette Smoking Man	#FF9F40	Q Who
A/SouthAfrica/NICD-R06000/2025	Clyde Bruckman's Final Repose	#9E9E9E	Up the Long Ladder
A/SouthAfrica/NICD-R07005/2025	The Walk	#4CCB7F	The Price
A/SouthAfrica/NICD-R07014/2025	The Walk	#4CCB7F	The Price
A/SouthAfrica/NICD-R07024/2025	The Walk	#4CCB7F	Journey's End
A/SouthAfrica/NICD-R07057/2025	Musings of a Cigarette Smoking Man	#FF9F40	Q Who
A/SouthAfrica/NICD-R07077/2025	Clyde Bruckman's Final Repose	#9E9E9E	The Arsenal of Freedom
A/SouthAfrica/NICD-R07159/2025	The End	#C48A5A	The Arsenal of Freedom
A/SouthAfrica/NICD-R07160/2025	Field Trip	#FFD23F	The Price
A/SouthAfrica/NICD-R07161/2025	The End	#C48A5A	Journey's End
A/SouthAfrica/NICD-R07163/2025	The End	#C48A5A	Family
A/SouthAfrica/NICD-R07169/2025	Ghouli	#FF6F69	The Price
A/SouthAfrica/NICD-R07174/2025	Ghouli	#FF6F69	Journey's End
A/SouthAfrica/NICD-R07176/2025	Field Trip	#FFD23F	11001001
A/SouthAfrica/NICD-R07178/2025	The End	#C48A5A	11001001
A/SouthAfrica/NICD-R07183/2025	The Walk	#4CCB7F	The Arsenal of Freedom
A/SouthAfrica/NICD-R07192/2025	Clyde Bruckman's Final Repose	#9E9E9E	Journey's End
A/SouthAfrica/NICD-R07194/2025	Hollywood A.D.	#6BA3E6	Up the Long Ladder
A/SouthAfrica/NICD-R07237/2025	Musings of a Cigarette Smoking Man	#FF9F40	Unnatural Selection
A/SouthAfrica/NICD-R07245/2025	The Walk	#4CCB7F	Up the Long Ladder
A/SouthAfrica/NICD-R07249/2025	Hollywood A.D.	#6BA3E6	The Price
A/SouthAfrica/NICD-R07250/2025	Hollywood A.D.	#6BA3E6	Conundrum
A/SouthAfrica/NICD-R07335/2025	The Walk	#4CCB7F	Unnatural Selection
A/SouthAfrica/NICD-R07336/2025	The End	#C48A5A	11001001
A/SouthAfrica/NICD-R07339/2025	The End	#C48A5A	Family
A/SouthAfrica/NICD-R07344/2025	Jose Chung's From Outer Space	#3FD5D0	Family
A/SouthAfrica/NICD-R07349/2025	Hollywood A.D.	#6BA3E6	Up the Long Ladder
A/SouthAfrica/NICD-R07355/2025	Elegy	#B084F5	The Arsenal of Freedom
A/SouthAfrica/NICD-R07470/2025	Field Trip	#FFD23F	Conundrum
A/SouthAfrica/NICD-R07492/2025	The End	#C48A5A	Journey's End
A/SouthAfrica/NICD-R07497/2025	Clyde Bruckman's Final Repose	#9E9E9E	11001001
A/SouthAfrica/NICD-R07665/2025	The End	#C48A5A	Phantasms
A/SouthAfrica/NICD-R07667/2025	Field Trip	#FFD23F	Up the Long Ladder
A/SouthAfrica/NICD-R07756/2025	Hollywood A.D.	#6BA3E6	Phantasms
A/SouthAfrica/NICD-R07757/2025	Musings of a Cigarette Smoking Man	#FF9F40	Unnatural Selection
A/SouthAfrica/NICD-R08557/2025	Clyde Bruckman's Final Repose	#9E9E9E	Family
A/SouthAfrica/NICD-R08666/2025	The Walk	#4CCB7F	Family
A/SouthAfrica/NICD-R08714/2025	Jose Chung's From Outer Space	#3FD5D0	Phantasms
A/SouthAfrica/NICD-R08803/2025	Hollywood A.D.	#6BA3E6	The Arsenal of Freedom
A/SouthAfrica/NICD-R08831/2025	Anasazi	#F47CC3	Unnatural Selection
A/SouthAfrica/NICD-R08866/2025	Elegy	#B084F5	11001001
A/SouthAfrica/NICD-R08938/2025	Anasazi	#F47CC3	Journey's End
A/SouthAfrica/NICD-R08981/2025	Clyde Bruckman's Final Repose	#9E9E9E	The Price
A/SouthAfrica/NICD-R08987/2025	Field Trip	#FFD23F	Phantasms
A/SouthAfrica/NICD-R08989/2025	The Walk	#4CCB7F	Q Who
A/SouthAfrica/NICD-R10007/2025	Jose Chung's From Outer Space	#3FD5D0	Phantasms
A/SouthAfrica/NICD-R10010/2025	The Walk	#4CCB7F	Journey's End
A/SouthAfrica/NICD-R10019/2025	Elegy	#B084F5	Unnatural Selection
A/SouthAfrica/NICD-R10105/2025	Clyde Bruckman's Final Repose	#9E9E9E	Phantasms
A/SouthAfrica/NICD-R10109/2025	Musings of a Cigarette Smoking Man	#FF9F40	Phantasms
A/SouthAfrica/NICD-R10143/2025	Ghouli	#FF6F69	Unnatural Selection
A/SouthAfrica/NICD-R10153/2025	Musings of a Cigarette Smoking Man	#FF9F40	Q Who
A/SouthAfrica/NICD-R10525/2025	The Walk	#4CCB7F	Journey's End
A/SouthAfrica/NICD-R10528/2025	The End	#C48A5A	Unnatural Selection
A/SouthAfrica/NICD-R10545/2025	Anasazi	#F47CC3	Phantasms
A/SouthAfrica/NICD-R10546/2025	The End	#C48A5A	Up the Long Ladder
A/SouthAfrica/NICD-R10619/2025	Elegy	#B084F5	Conundrum
A/SouthAfrica/PATH-CERI-C068167/2025	Clyde Bruckman's Final Repose	#9E9E9E	Conundrum
A/SouthAfrica/PATH-CERI-C068465/2025	Musings of a Cigarette Smoking Man	#FF9F40	Conundrum
A/SouthAfrica/PATH-CERI-C071496/2025	Ghouli	#FF6F69	Unnatural Selection
A/SouthAfrica/PATH-CERI-C073440/2025	Anasazi	#F47CC3	Up the Long Ladder
A/SouthAfrica/PET36350/2025	Anasazi	#F47CC3	Phantasms
A/SouthAfrica/PET36397/2025	Jose Chung's From Outer Space	#3FD5D0	Phantasms
A/SouthAfrica/PET37157/2025	Musings of a Cigarette Smoking Man	#FF9F40	Family
A/SouthAfrica/PET37367/2025	Ghouli	#FF6F69	Unnatural Selection
A/SouthAfrica/PET37564/2025	Field Trip	#FFD23F	Unnatural Selection
A/SouthAfrica/PET37604/2025	Elegy	#B084F5	11001001
A/SouthAfrica/PET37625/2025	The Walk	#4CCB7F	The Price
A/SouthAfrica/PET37627/2025	Hollywood A.D.	#6BA3E6	11001001
A/SouthAfrica/PET37634/2025	Ghouli	#FF6F69	The Arsenal of Freedom
A/SouthAfrica/PET37707/2025	Ghouli	#FF6F69	11001001
A/SouthAfrica/R03202/2025	The End	#C48A5A	Phantasms
A/SouthAfrica/R05190/2025_SIAT2	Hollywood A.D.	#6BA3E6	The Price
A/SouthAfrica/R15449/2021	Clyde Bruckman's Final Repose	#9E9E9E	Unnatural Selection
A/SouthAustralia/1/2023_SIAT1	Ghouli	#FF6F69	The Price
A/SouthAustralia/185/2025	The Walk	#4CCB7F	Q Who
A/SouthAustralia/198/2025	Field Trip	#FFD23F	Unnatural Selection
A/SouthAustralia/199/2025	Field Trip	#FFD23F	Journey's End
A/SouthAustralia/208/2025	Jose Chung's From Outer Space	#3FD5D0	The Arsenal of Freedom
A/SouthAustralia/211/2025	Ghouli	#FF6F69	Conundrum
A/SouthAustralia/213/2025	Elegy	#B084F5	The Price
A/SouthAustralia/216/2025	Anasazi	#F47CC3	Family
A/SouthAustralia/2509112466/2025	Clyde Bruckman's Final Repose	#9E9E9E	Conundrum
A/SouthAustralia/2520106139/2025	Clyde Bruckman's Final Repose	#9E9E9E	11001001
A/SouthAustralia/2520207709/2025	The Walk	#4CCB7F	Phantasms
A/SouthAustralia/2520300055/2025	Ghouli	#FF6F69	The Price
A/SouthAustralia/2520400375/2025	Anasazi	#F47CC3	Q Who
A/SouthAustralia/2520410978/2025	Jose Chung's From Outer Space	#3FD5D0	Unnatural Selection
A/SouthAustralia/2520414049/2025	Elegy	#B084F5	Conundrum
A/SouthAustralia/2520512691/2025	Clyde Bruckman's Final Repose	#9E9E9E	Unnatural Selection
A/SouthAustralia/2521912527/2025	Field Trip	#FFD23F	Unnatural Selection
A/SouthAustralia/2522001755/2025	Clyde Bruckman's Final Repose	#9E9E9E	The Price
A/SouthAustralia/2522011747/2025	Hollywood A.D.	#6BA3E6	Phantasms
A/SouthAustralia/2522108504/2025	The End	#C48A5A	Family
A/SouthAustralia/2522201752/2025	Jose Chung's From Outer Space	#3FD5D0	The Price
A/SouthAustralia/2522309976/2025	Clyde Bruckman's Final Repose	#9E9E9E	Unnatural Selection
A/SouthAustralia/2522311797/2025	Field Trip	#FFD23F	Up the Long Ladder
A/SouthAustralia/2522411346/2025	The Walk	#4CCB7F	The Arsenal of Freedom
A/SouthAustralia/2522414232/2025	Field Trip	#FFD23F	Q Who
A/SouthAustralia/2522714878/2025	Ghouli	#FF6F69	Up the Long Ladder
A/SouthAustralia/2522900332/2025	Field Trip	#FFD23F	Unnatural Selection
A/SouthAustralia/2522904534/2025	The End	#C48A5A	Journey's End
A/SouthAustralia/2522904819/2025	Ghouli	#FF6F69	Phantasms
A/SouthAustralia/2523000595/2025	Elegy	#B084F5	The Price
A/SouthAustralia/2523001097/2025	Elegy	#B084F5	Up the Long Ladder
A/SouthAustralia/2523013623/2025	Hollywood A.D.	#6BA3E6	Unnatural Selection
A/SouthAustralia/2523108240/2025	Hollywood A.D.	#6BA3E6	Family
A/SouthAustralia/2523110275/2025	Field Trip	#FFD23F	Conundrum
A/SouthAustralia/2523111821/2025	The Walk	#4CCB7F	Family
A/SouthAustralia/2523211270/2025	Anasazi	#F47CC3	Conundrum
